system,layout,gran,query,selectivity,span,files_total,files_read,files_pct,n_iters,runtime_trimmed_s,runtime_median_s,runtime_min_s,answer
duckdb_parquet,LH,daily,q511,hour,1 hour,279,279,100.0,3,0.1966757920163218,0.1966757920163218,0.1963206249929499,69
duckdb_parquet,LH,daily,q57,day,1 day,279,558,200.0,3,0.7377470409846865,0.7377470409846865,0.716263833019184,4
duckdb_parquet,LH,daily,q58,day,1 day,279,279,100.0,3,0.9116596250096336,0.9116596250096336,0.8357980830187444,99
duckdb_parquet,LH,daily,q59,day,1 day,279,279,100.0,3,0.8987025000096764,0.8987025000096764,0.8356414589798078,115
duckdb_parquet,LH,daily,q510,day,1 day,279,279,100.0,3,0.7520125829905737,0.7520125829905737,0.7430925829976331,194
duckdb_parquet,LH,daily,q511,day,1 day,279,279,100.0,3,0.7491513339919038,0.7491513339919038,0.7455933330056723,163
duckdb_parquet,LH,daily,q57,week,1 week,279,558,200.0,3,3.6181473339966033,3.6181473339966033,3.599905042006867,4
duckdb_parquet,LH,daily,q58,week,1 week,279,279,100.0,3,4.52514645899646,4.52514645899646,3.9448941250157077,165
duckdb_parquet,LH,daily,q59,week,1 week,279,279,100.0,3,5.384178582986351,5.384178582986351,5.038840666995384,622
duckdb_parquet,LH,daily,q510,week,1 week,279,279,100.0,3,4.43319529198925,4.43319529198925,4.247981874999823,343
duckdb_parquet,LH,daily,q511,week,1 week,279,279,100.0,3,4.831615458999295,4.831615458999295,4.390443917014636,264
duckdb_parquet,L1s,compact,q57,hour,1 hour,16,32,200.0,3,1.1727413749904372,1.1727413749904372,1.0362290409975685,4
duckdb_parquet,L1s,compact,q58,hour,1 hour,16,16,100.0,3,1.058632000000216,1.058632000000216,1.0072472080064472,56
duckdb_parquet,L1s,compact,q59,hour,1 hour,16,16,100.0,3,0.6047582080063876,0.6047582080063876,0.5912646250217222,28
duckdb_parquet,L1s,compact,q510,hour,1 hour,16,16,100.0,3,0.8800297090201639,0.8800297090201639,0.5768822909740265,88
duckdb_parquet,L1s,compact,q511,hour,1 hour,16,16,100.0,3,0.7503562920028344,0.7503562920028344,0.7151065419893712,69
duckdb_parquet,L1s,compact,q57,day,1 day,16,32,200.0,3,1.8227103330136742,1.8227103330136742,1.537932000006549,4
duckdb_parquet,L1s,compact,q58,day,1 day,16,16,100.0,3,1.5030456660024356,1.5030456660024356,1.5001734159886837,99
duckdb_parquet,L1s,compact,q59,day,1 day,16,16,100.0,3,1.4239974999800324,1.4239974999800324,1.3928033330012113,115
duckdb_parquet,L1s,compact,q510,day,1 day,16,16,100.0,3,1.20889458298916,1.20889458298916,1.20681937498739,194
duckdb_parquet,L1s,compact,q511,day,1 day,16,16,100.0,3,1.2467291250068229,1.2467291250068229,1.230154750024667,163
duckdb_parquet,L1s,compact,q57,week,1 week,16,32,200.0,3,4.788482917007059,4.788482917007059,4.702127124997787,4
duckdb_parquet,L1s,compact,q58,week,1 week,16,16,100.0,3,5.2798000409966335,5.2798000409966335,5.070955417002551,165
duckdb_parquet,L1s,compact,q59,week,1 week,16,16,100.0,3,6.257583333004732,6.257583333004732,6.189343665988417,622
duckdb_parquet,L1s,compact,q510,week,1 week,16,16,100.0,3,5.997158083016984,5.997158083016984,5.588865166995674,343
duckdb_parquet,L1s,compact,q511,week,1 week,16,16,100.0,3,5.602032999973744,5.602032999973744,5.254888958006632,264
duckdb_parquet,L2s,compact,q57,hour,1 hour,302,604,200.0,3,0.1526283340062946,0.1526283340062946,0.14170362500590272,2
duckdb_parquet,L2s,compact,q58,hour,1 hour,302,302,100.0,3,0.13344983299612068,0.13344983299612068,0.1225884169980418,56
duckdb_parquet,L2s,compact,q59,hour,1 hour,302,302,100.0,3,0.10526424998533912,0.10526424998533912,0.09986312498222105,27
duckdb_parquet,L2s,compact,q510,hour,1 hour,302,302,100.0,3,0.08924695799942128,0.08924695799942128,0.08353866598918103,75
duckdb_parquet,L2s,compact,q511,hour,1 hour,302,302,100.0,3,0.08398595900507644,0.08398595900507644,0.08383133297320455,60
duckdb_parquet,L2s,compact,q57,day,1 day,302,604,200.0,3,0.1417241660237778,0.1417241660237778,0.12889037502463907,4
duckdb_parquet,L2s,compact,q58,day,1 day,302,302,100.0,3,0.2532859159982763,0.2532859159982763,0.2476936670136638,95
duckdb_parquet,L2s,compact,q59,day,1 day,302,302,100.0,3,0.525650499999756,0.525650499999756,0.5214887920010369,113
duckdb_parquet,L2s,compact,q510,day,1 day,302,302,100.0,3,0.24192974998732097,0.24192974998732097,0.22875720899901353,193
duckdb_parquet,L2s,compact,q511,day,1 day,302,302,100.0,3,0.3777129160007462,0.3777129160007462,0.31924733400228433,163
duckdb_parquet,L2s,compact,q57,week,1 week,302,604,200.0,3,0.2645949999860022,0.2645949999860022,0.25215095799649134,4
duckdb_parquet,L2s,compact,q58,week,1 week,302,302,100.0,3,0.9681584579811897,0.9681584579811897,0.9176179160131142,165
duckdb_parquet,L2s,compact,q59,week,1 week,302,302,100.0,3,2.964897584024584,2.964897584024584,2.94999083399307,620
duckdb_parquet,L2s,compact,q510,week,1 week,302,302,100.0,3,1.8819114579819143,1.8819114579819143,1.816897666984005,342
duckdb_parquet,L2s,compact,q511,week,1 week,302,302,100.0,3,2.0378229999914765,2.0378229999914765,1.8328199579846114,263
duckdb_parquet,L3s,compact,q57,hour,1 hour,299,598,200.0,3,0.14135625000926666,0.14135625000926666,0.1392120830132626,1
duckdb_parquet,L3s,compact,q58,hour,1 hour,299,299,100.0,3,0.12474416600889526,0.12474416600889526,0.1222451249777805,54
duckdb_parquet,L3s,compact,q59,hour,1 hour,299,299,100.0,3,0.09847024999908172,0.09847024999908172,0.0928600000042934,27
duckdb_parquet,L3s,compact,q510,hour,1 hour,299,299,100.0,3,0.08520675002364442,0.08520675002364442,0.08386837501893751,74
duckdb_parquet,L3s,compact,q511,hour,1 hour,299,299,100.0,3,0.08220949998940341,0.08220949998940341,0.08212333300616592,59
duckdb_parquet,L3s,compact,q57,day,1 day,299,598,200.0,3,0.14313541701994836,0.14313541701994836,0.13342808300512843,4
duckdb_parquet,L3s,compact,q58,day,1 day,299,299,100.0,3,0.23547074999078177,0.23547074999078177,0.23223633400630206,95
duckdb_parquet,L3s,compact,q59,day,1 day,299,299,100.0,3,0.48375579100684263,0.48375579100684263,0.4732684579794295,112
duckdb_parquet,L3s,compact,q510,day,1 day,299,299,100.0,3,0.23919004100025631,0.23919004100025631,0.23093020901433192,193
duckdb_parquet,L3s,compact,q511,day,1 day,299,299,100.0,3,0.27518779199454,0.27518779199454,0.2728930840094108,162
duckdb_parquet,L3s,compact,q57,week,1 week,299,598,200.0,3,0.16454666698700748,0.16454666698700748,0.16249187500216067,4
duckdb_parquet,L3s,compact,q58,week,1 week,299,299,100.0,3,0.9454912089859135,0.9454912089859135,0.9341229170095176,165
duckdb_parquet,L3s,compact,q59,week,1 week,299,299,100.0,3,2.897620208997978,2.897620208997978,2.8950883749930654,620
duckdb_parquet,L3s,compact,q510,week,1 week,299,299,100.0,3,2.089369124994846,2.089369124994846,2.0126216250064317,342
duckdb_parquet,L3s,compact,q511,week,1 week,299,299,100.0,3,2.1638183329778258,2.1638183329778258,2.08904029201949,263
duckdb_parquet,L4s,compact,q57,hour,1 hour,24,48,200.0,3,0.051208917022449896,0.051208917022449896,0.05071637500077486,1
duckdb_parquet,L4s,compact,q58,hour,1 hour,24,24,100.0,3,0.18678749998798594,0.18678749998798594,0.18283887501456775,43
duckdb_parquet,L4s,compact,q59,hour,1 hour,24,24,100.0,3,0.11422245801077224,0.11422245801077224,0.1131113340088632,18
duckdb_parquet,L4s,compact,q510,hour,1 hour,24,24,100.0,3,0.0946053329971619,0.0946053329971619,0.09330695800599642,62
duckdb_parquet,L4s,compact,q511,hour,1 hour,24,24,100.0,3,0.09057937501347624,0.09057937501347624,0.08980316601810046,48
duckdb_parquet,L4s,compact,q57,day,1 day,24,48,200.0,3,0.32686008399468847,0.32686008399468847,0.31108545800088905,4
duckdb_parquet,L4s,compact,q58,day,1 day,24,24,100.0,3,0.459977250022348,0.459977250022348,0.3977490000252146,95
duckdb_parquet,L4s,compact,q59,day,1 day,24,24,100.0,3,0.762721250008326,0.762721250008326,0.6927630419959314,112
duckdb_parquet,L4s,compact,q510,day,1 day,24,24,100.0,3,0.6341923750005662,0.6341923750005662,0.6328969999740366,193
duckdb_parquet,L4s,compact,q511,day,1 day,24,24,100.0,3,0.6353960419946816,0.6353960419946816,0.6284835420083255,162
duckdb_parquet,L4s,compact,q57,week,1 week,24,48,200.0,3,0.5198007919825613,0.5198007919825613,0.4940889999852516,4
duckdb_parquet,L4s,compact,q58,week,1 week,24,24,100.0,3,1.3336704160028603,1.3336704160028603,1.310352458996931,165
duckdb_parquet,L4s,compact,q59,week,1 week,24,24,100.0,3,3.688763000012841,3.688763000012841,3.3247196250013076,620
duckdb_parquet,L4s,compact,q510,week,1 week,24,24,100.0,3,4.095395499985898,4.095395499985898,3.2350459160225,343
